word,phonetic,translation,part_of_speech
perpetual,,永久的,adj
pessimistic,,悲观的,adj
crew,,机组人员,n
mourn,,哀悼,v
vice,,恶习,n
shot,,照相；照片,n
virus,,病毒,n
dorm,,宿舍,n
erupt,,爆发；喷出,v
impact,,影响,n
index,,指数；标志；指标,n
claim,,声称；索取,v
embrace,,采纳；接受,v
enviable,,值得羡慕的,adj
blouse,,女衬衫,n
deliver,,递送；发表演讲,v
rhythm,,节奏,n
code,,代号；密码,n
monopoly,,垄断,n
interfere,,干涉；妨碍,adj
contestant,,参赛者,n
ridiculous,,滑稽的；可笑的,adj
glamorous,,有魅力的；迷人的,adj
mall,,商场,n
chronically,,慢性地；持久地,adv
prolonged,,长时间的,adj
symptom,,症状,n
compelling,,引人注目的,adj
immensely,,非常；极大地,adv
species,,物种,n
battle,,激战；战役,n
conflict,,冲突,n
permeate,,渗透,v
erroneous,,错误的,adj
compartment,,车厢；隔间,n
metropolitan,,大都市的,adj
grip,,抓住,n
crush,,压碎；压榨,v
prior,,先前的；优先的,adj
formula,,公式,n
inescapable,,不可避免的,adj
skeptical,,怀疑的,adj
harness,,利用；控制,v
destination,,目的地,n
vocational,,职业的,adj
density,,密度,n
variance,,不同,n
landmark,,地标,n
linger,,逗留；徘徊,v
luxurious,,奢侈的；豪华的,adj
astronomical,,天文数字的,adj
coordination,,协调；（肌肉的）协调,n
currency,,货币,n
blame,,谴责,v
dismiss,,解雇,v
testify,,作证；证明；检验,v
qualify,,使有资格,v
inquire,,询问,v
emphasize,,强调,v
overwhelming,,压倒性的,adj
flame,,火焰,n
imitate,,模仿,v
handle,,把手,n
drought,,干旱,n
drummer,,鼓手,n
revive,,复兴；复苏,v
vulnerable,,脆弱的；易受影响的,adj
spot,,点；地点；处所 v. 发现,n
suppress,,镇压；压制,v
diminish,,减少,v
reconcile,,使一致；使和解；调解,v
artificial,,人造的；虚伪的,adj
athletic,,强壮的；擅长运动的；运动的；运动员的,adj
confrontational,,对抗的；有敌意的,adj
row,,划船,v
navigate,,航行；驾驶,v
panic,,惊慌,n
hostile,,有敌意的,adj
console,,安慰,v
endanger,,使……危险,v
prospect,,前景,n
discern,,识别,v
judicial,,司法的,adj
impair,,损害,v
motel,,汽车旅馆,n
signal,,标志,v
therapy,,疗法,n
diverse,,各种各样的,adj
conserve,,保留；保护,v
adaptation,,改编版；适应,n
resist,,抵制,v
convince,,使……相信,v
burden,,负担,n
payroll,,工资总额,n
unified,,统一的,adj
hasten,,加速,v
intertwine,,交织；纠缠,v
accommodate,,容纳；适应,v
prescribe,,开处方,v
construction,,建筑,n
endure,,忍受,v
election,,选举,n
jury,,陪审团,n
glory,,光荣；荣誉,n
sew,,缝上；缝纫,v
sector,,部门,n
hazardous,,危险的,adj
deprive,,剥夺,v
generous,,慷慨的,adj
constrain,,限制,v
phenomenon,,现象,n
assume,,假定；认为,v
conscientious,,有良心的；认真负责的,adj
concession,,妥协,n
suspect,,怀疑 n. 嫌疑犯,v
sample,,样本；样品,n
penalty,,惩罚,n
representative,,代表,n
soothe,,安慰；减轻,v
entail,,使需要；使必须,v
objective,,目标；目的,n
submit,,提交,v
identify,,认出；识别,v
infect,,感染,v
burial,,埋葬,n
genius,,天才,n
submerge,,淹没,v
stereotype,,刻板印象；固有印象,n
clarify,,澄清；明确,v
conversion,,转变,n
resident,,居民,n
aspect,,方面,n
apologize,,道歉,v
decent,,像样的；正派的；规矩的,adj
fixture,,固定装置,n
institution,,机构,n
scent,,香味,n
welfare,,幸福；福利,n
subsidy,,补助,n
superficial,,表面的,adj
private,,私人的,adj
conventional,,传统的,adj
wonder,,想知道；好奇,v
tedious,,冗长的,adj
subordinate,,从属的；次要的,adj
frame,,制定；拟定〔计划、体制等〕,v
smuggle,,走私,v
reimbursement,,返还费用,n
disappear,,消失,v
inhale,,吸入,v
majority,,大多数,n
memorize,,熟记,v
cumulative,,积累的,adj
trap,,捕捉,v
lofty,,高耸的；崇高的,adj
clarity,,清晰；清楚,n
interact,,互动,v
refine,,提炼；改进；完善,v
confer,,授予,v
anonymous,,匿名的,adj
commentator,,评论员,n
keen,,敏锐的；浓厚的,adj
enforce,,强迫；迫使,v
grocery,,杂货店,n
spread,,传播；扩散,v
recruit,,招聘,v
justified,,正当的,adj
eccentric,,古怪的,adj
bridge,,架桥于…之上；缩小,v
neglect,,疏忽；忽视,v
principle,,道德原则；原则,n
stain,,污渍；污点,n
encourage,,鼓励,v
convincing,,令人信服的,adj
indiscriminately,,不加选择地；不加区分地,adv
resolute,,坚定的,adj
indicative,,指示的,adj
perish,,死亡,v
philosopher,,哲学家,n
recipe,,食谱；秘诀,n
excessive,,过度的,adj
rigor,,严格；严谨,n
deficient,,不足的；缺乏的,adj
incompetence,,无能,n
entitle,,使具有资格,v
adventurer,,冒险者,n
quicken,,加快,v
divert,,使转向；转移注意力,v
recommend,,推荐,v
incalculable,,不可估量的；无法计算的,adj
outcome,,结果,n
scaffolding,,脚手架,n
garage,,车库,n
domestic,,国内的,adj
cultivate,,培养,v
formulate,,制定；规划,v
shed,,洒 (热血),v
worldwide,,世界范围地；全世界,adv
fuss,,小题大做,n
contention,,争论,n
hijack,,劫持,v
dweller,,居住者,n
buck,,反对 n. 美元,v
view,,看待,v
pronoun,,代词,n
contribution,,贡献,n
undecided,,不确定的,adj
restrict,,限制,v
reverse,,相反的,adj
grasp,,理解；抓住,v
provoke,,激怒,v
texture,,质地,n
publicity,,宣传,n
format,,形式,n
indifferent,,冷漠的,adj
incentive,,刺激,n
prejudice,,偏见,n
assumption,,假设,n
habitual,,习惯的,adj
sculpture,,雕塑,n
responsibility,,责任,n
manuscript,,手稿,n
duplicate,,副本；复制品,n
ecosystem,,生态系统,n
humorous,,幽默的,adj
contaminate,,污染；弄脏,v
orbit,,轨道,n
evolve,,进化,v
skyrocket,,猛增,v
portion,,部分,n
cautious,,谨慎的,adj
assassinate,,刺杀；暗杀,v
narrow,,变窄；缩小,v
botanical,,植物学的,adj
conquer,,征服,v
regain,,重新获得,v
composition,,作文,n
stress,,强调,v
yield,,产生,v
spectacle,,景象,n
host,,主持,v
release,,释放；发布,v
malicious,,恶毒的,adj
prevailing,,流行的,adj
gratitude,,感激,n
mobility,,流动性；活动性,n
ascend,,上升,v
fake,,假货,n
inflation,,通货膨胀,n
plot,,情节,n
manufacture,,生产；制造,v
criticism,,批评,n
outsource,,外包,v
obstacle,,阻碍,n
appreciative,,表示赞赏的；感谢的,adj
predominantly,,占主导地位地,adv
invasion,,入侵,n
detect,,发现,v
addict,,吸毒上瘾者；对…着迷的人,n
slash,,猛削；劈；砍；削减,v
cognitive,,认知的,adj
extinguish,,熄灭；使消亡,v
disadvantage,,缺点；不利条件,n
alien,,陌生的,adj
barely,,几乎不；仅仅,adv
simulate,,模拟；模仿,v
prospective,,预期的；未来的,adj
interaction,,相互影响；相互作用；互动,n
materialize,,实现,v
contribute,,有助于；促成；捐赠,v
dishonest,,不诚实的,adj
appeal,,请求；呼吁；上诉,n
applicant,,申请者,n
intelligent,,聪明的,adj
spacious,,宽敞的,adj
fatal,,致命的,adj
counselor,,咨询顾问,n
potential,,潜在的 n. 潜力,adj
assimilate,,同化,v
cropland,,农田,n
relieved,,轻松的；缓解的,adj
compel,,强迫,v
program,,计划；安排,v
capacity,,能力；容量,n
orient,,使确定方向；使适应,v
undertaking,,任务；事情,n
shift,,转移注意力；转变,v
liberation,,解放,n
utterly,,完全地；彻底地,adv
immense,,巨大的,adj
inferior,,比……差,adj
accrue,,积累,v
genuine,,真的；由衷的,adj
nominate,,提名,v
distinctive,,与众不同的,adj
mismanagement,,管理不当,n
reckon,,认为；评价,v
mask,,面具 v. 掩饰；掩盖,n
forge,,伪造；锻造,v
identical,,相同的,adj
imperial,,帝国的,adj
target,,目标 v. 把…作为目标,n
disconnect,,断开,v
immigrant,,移民,n
unqualified,,不合格的；不胜任的,adj
edit,,编校；编辑；剪辑,v
govern,,管理,v
assert,,主张；断言,v
breezy,,轻松愉快的,adj
hesitate,,犹豫,v
presidency,,总统任期,n
quota,,配额,n
dropout,,辍学学生,n
capture,,逮捕；捕捉,v
integrity,,正直,n
flee,,离开,v
certification,,证书,n
instant,,立即的,adj
criminal,,犯罪的 n. 罪犯,adj
clue,,线索,n
arrogant,,傲慢无礼的,adj
elevate,,提升；举起,v
expansion,,扩张；扩大,n
authority,,权威；当局,n
publicize,,宣传,v
reflective,,反映的；反射的；深思熟虑的,adj
quantity,,数量,n
acutely,,强烈地,adv
isolate,,使隔离,v
vigorous,,积极的；精力充沛的,adj
counsel,,建议；忠告,v
vivid,,生动的,adj
hostility,,敌意,n
collaborate,,合作,v
consultation,,商议,n
transition,,过渡,n
deteriorate,,恶化,v
pasture,,牧场,n
eyewitness,,目击者,n
trait,,特点,n
anticipate,,期望；预期,v
numerous,,无数的,adj
combination,,组合；结合,n
slightly,,轻微地,adv
dividend,,分红；红利,n
minimal,,最低的；最小限度的,adj
derail,,脱轨,v
barrier,,障碍；阻碍,n
ingenuity,,创造力,n
bribe,,贿赂,v
guesstimate,,大概估计；瞎猜估计,n
negotiation,,协商,n
hardship,,艰难,n
badge,,标记；徽章,n
compromise,,妥协,v
excess,,过量；过度,n
descendant,,子孙后代,n
fulfill,,实现,v
collective,,共同的,adj
amend,,修订,v
tangled,,纠缠的；复杂的,adj
qualification,,资格,n
recall,,回忆起；想起,v
adopt,,采纳,v
tasteless,,没有味道的,adj
drown,,溺水,v
tragedy,,悲剧,n
circulation,,发行量,n
grand,,壮丽的；极好的,adj
inadequate,,不足的,adj
household,,家庭；一家人,n
authorization,,授权,n
auxiliary,,辅助的,adj
adverse,,不利的,adj
descriptive,,描写的；描述的,adj
trace,,追踪,v
bloom,,开花；茂盛,v
evaluate,,评价,v
humanistic,,人文的,adj
cozy,,舒适的,adj
plough,,犁,n
melt,,融化,v
lest,,以免,conj
ready,,乐意的；愿意的,adj
formidable,,可怕的；令人敬畏的；令人惊叹的,adj
feasible,,可行的,adj
regarding,,关于,prep
needle,,指针；针,n
dimension,,尺寸；维,n
specialize,,专业从事,v
overturn,,推翻,v
shrank,,收缩(shrink过去式),v
adversely,,不利地,adv
check,,检查；阻止,v
testimony,,证词,n
rigorous,,严格的,adj
privileged,,有特权的,adj
expectation,,期望,n
bias,,偏见,n
lawsuit,,诉讼,n
eloquent,,口才好的；雄辩的,adj
shrink,,缩减；缩小,v
regulation,,规则；管理,n
alternative,,代替品,n
moist,,潮湿的,adj
surpass,,超过,v
fabric,,布料,n
distinction,,区分,n
eradicate,,根除,v
brilliant,,才华横溢的；极好的,adj
redefine,,重新定义,v
arm,,装备；武装,v
intensely,,强烈地,adv
desperate,,绝望的；不顾一切的,adj
sexism,,性别歧视,n
bruise,,使碰伤；擦伤,v
prominent,,卓越的；突出的,adj
comprehensive,,综合的；全面的,adj
forecast,,预报；预测,n
champion,,支持；拥护,v
specification,,说明,n
layout,,布局；设计,n
rally,,集会,n
romantic,,爱情的,adj
deviate,,偏离,v
insufficient,,不足的,adj
boost,,提高,v
scandal,,丑闻,n
confine,,限制,v
conspicuous,,显著的,adj
significant,,重要的,adj
fresh,,新颖的；新奇的,adj
indulge,,放纵,v
instinctively,,本能地,adv
complement,,补充,n
content,,满意的,adj
squalor,,肮脏,n
fatigue,,疲惫,n
awesome,,令人敬畏的；令人赞叹的；极好的,adj
responsive,,灵敏的；反应的,adj
echo,,随声附和；发出回声,v
division,,分歧,n
gender,,性别,n
correlation,,相关；关联,n
casualty,,伤亡人数,n
appropriate,,适当的,adj
subtle,,微妙的,adj
critical,,批评的；关键的,adj
alternatively,,二选一地；非此即彼,adv
intimate,,亲密的,adj
disengagement,,分离,n
lounge,,休息室,n
gesture,,姿势；手势,n
script,,脚本；剧本,n
prestige,,名声；声望,n
awkward,,尴尬的；棘手的；笨拙的,adj
entrepreneur,,企业家,n
automatic,,自动的,adj
thrive,,繁荣；兴旺,v
enrich,,丰富；使富裕,v
chew,,咀嚼；深思,v
vehicle,,车辆,n
intriguing,,有趣的,adj
segregation,,隔离,n
hurl,,猛投,v
hatch,,孵化,v
disservice,,危害,n
variation,,变化,n
enormous,,巨大的,adj
scare,,恐吓；惊恐,n
alphabetical,,按字母表顺序的,adj
conclusive,,得出结论的,adj
epidemic,,流行病,n
solid,,坚实的；稳固的,adj
clause,,条款,n
attendant,,服务人员,n
collapse,,坍塌；崩塌,v
dispatch,,发送；派遣,v
shrug,,耸肩,v
redundant,,失业的；被解雇的；过剩的,adj
alert,,机警的 v. 提醒,adj
deficit,,赤字,n
restructure,,调整；重建,v
tap,,轻敲,v
simultaneous,,同步的,adj
arise,,出现,v
wildlife,,野生动物,n
overwhelm,,压倒；战胜,v
motivation,,动力；积极性,n
delicate,,细微的；精细的,adj
remarkable,,显著的；杰出的,adj
slavery,,奴隶制度,n
untreated,,未经处理的,adj
suspicious,,怀疑的,adj
ancient,,古代的,adj
distort,,歪曲；扭曲,v
skip,,跳过,v
wishful,,一厢情愿的,adj
entrepreneurship,,企业管理,n
bride,,新娘,n
unfold,,展开,v
interference,,干涉,n
assault,,攻击,n
shareholder,,股东,n
breakthrough,,突破性进展,n
footnote,,注脚,n
applicable,,可应用的,adj
controversial,,受到争议的,adj
inherit,,继承,v
facilitate,,使便利；促进,v
manifest,,表明,v
fiscal,,财政的,adj
gown,,长袍,n
rate,,费用,n
mortality,,死亡率,n
decline,,拒绝,v
mournful,,悲哀的；令人惋惜的,adj
paradox,,悖论,n
simultaneously,,同步地；同时地,adv
strategy,,策略,n
literacy,,识字；有文化,n
apathy,,冷漠,n
boom,,繁荣,n
oblige,,迫使,v
incompatibility,,不兼容,n
commerce,,商业,n
attribute,,归因于,v
cafeteria,,自助餐厅,n
cripple,,残疾；跛子,n
shuttle,,航天飞机,n
nightmare,,噩梦,n
startle,,使惊讶,v
debris,,残骸；碎片,n
assemble,,收集；组装,v
perception,,看法；意识,n
coastal,,海滨的,adj
desert,,放弃；抛弃,v
peer,,同龄人,n
embody,,体现,v
sympathetic,,同情的,adj
backup,,后补；援助,n
notably,,显著地；尤其,adv
exploit,,开发；开采,v
poetry,,诗歌,n
discriminate,,歧视；区别,v
readjust,,重新调整；再调整,v
slight,,轻微的,adj
strip,,狭长的一块,n
tackle,,解决；处理,v
steady,,稳定的,adj
minority,,少数；少数民族,n
aspirational,,渴望成功的的,adj
discipline,,训练；管教,n
threshold,,门槛,n
soar,,高飞,v
uneven,,不均衡的,adj
crucial,,关键的,adj
athletics,,体育运动,n
needy,,贫穷的,adj
enthusiastic,,热情的,adj
trigger,,引发；引起,v
essential,,必须的；本质的,adj
agenda,,议程,n
owe,,欠钱,v
justice,,公平,n
donor,,捐赠者,n
convict,,证明……有罪,v
underestimate,,低估,v
flat,,平的 n. 公寓,adj
confidential,,机密的,adj
unexpected,,意想不到的,adj
vitamin,,维他命,n
jeopardize,,危害；危及,v
disproportionately,,比例不均地；不成比例地,adv
bacteria,,细菌,n
achieve,,达到；实现,v
bump,,颠簸,v
existence,,存在；生存,n
sweep,,扫除；清除,v
shrewd,,精明的,adj
illuminate,,阐释；阐明,v
realm,,领域；方面,n
blueprint,,蓝图；设计图,n
pension,,养老金,n
administration,,管理；政府,n
track,,追踪 n. 轨迹；踪迹,v
ponder,,仔细考虑,v
paradise,,天堂,n
ethnic,,种族的,adj
accelerate,,加速,v
bitter,,痛苦的,adj
ambition,,野心；报复,n
confess,,承认,v
extent,,程度,n
accountant,,会计,n
sheer,,纯粹的,adj
deliberate,,故意的,adj
pave,,铺路,v
measure,,措施,n
potentially,,潜在地,adv
remove,,消除；移除；更新,v
allergic,,过敏的,adj
available,,可获得的；可利用的,adj
initial,,初步的；最初的,adj
consensus,,共识；一致,n
opponent,,反对者,n
modify,,改变,v
signify,,表明；象征,v
accumulate,,积累,v
mining,,采矿业,n
violent,,暴力的,adj
adversity,,逆境,n
dynamics,,动力学,n
chaos,,混乱,n
persistent,,持续的；坚持不懈的,adj
ritual,,仪式,n
criteria,,标准,n
impose,,强加于,v
untiring,,不知疲倦的,adj
contrary,,相反的,adj
nutritious,,有营养的,adj
anxiety,,焦虑,n
rewarding,,有意义的,adj
straightforward,,直接的,adj
descent,,血统；后裔,n
hospitality,,友好,n
stuff,,材料；东西,n
reflect,,反映；反射；思考,v
carpentry,,木工活,n
decode,,解码,v
flaw,,缺点；瑕疵,n
reveal,,揭露,v
tutor,,辅导,v
accustom,,使习惯,v
acquaintance,,熟人,n
distribution,,分布；分配,n
trend,,趋势,n
irritate,,激怒,v
intrinsic,,本质的；固有的,adj
deem,,认为,v
arouse,,唤起,v
suburban,,郊区的,adj
pursue,,追求,v
ideology,,意识形态,n
layman,,门外汉,n
instantaneous,,即时的；瞬间的,adj
seasick,,晕船的,adj
lack,,缺少,v
exaggerate,,夸张,v
magnify,,放大,v
utilization,,利用,n
twist,,扭曲,v
expedition,,探险；远征,n
switch,,转换,v
inheritance,,继承；遗产,n
sponsor,,赞助 n. 赞助商,v
deterioration,,恶化；退化,n
ongoing,,持续的；不间断的,adj
refreshing,,新鲜的,adj
incidentally,,顺便地；附带,adv
imprison,,监禁,v
present,,呈现；给予,v
uninformed,,无知的；未受过教育的,adj
overlap,,重叠,v
slim,,苗条的,adj
urban,,城市的；都市的,adj
rank,,排列；分级,v
untrustworthy,,不值得信任的；怀疑的,adj
automatically,,自动地；不经思考地,adv
accountable,,应负责的；有责任的,adj
collaborative,,合作的,adj
practice,,做法,n
diligence,,勤奋,n
victim,,受害者,n
urge,,催促,v
fertility,,多产；肥沃,n
foundation,,基金会,n
reception,,接待,n
elite,,精英,n
suicide,,自杀,n
incompetent,,无能力的；不胜任的,adj
tremendous,,巨大的,adj
recyclable,,可回收利用的,adj
visualize,,想象,v
exertion,,运用,n
slack,,疲软的；萧条的,adj
rigid,,严格的,adj
organic,,有机的,adj
reproduction,,繁殖,n
strap,,用带绑住,v
precision,,精确性,n
standardize,,标准化,v
aptly,,适当地,adv
promotion,,促销,n
paralyze,,瘫痪；麻痹,v
degeneration,,退化；变质,n
refrain,,抑制；避免,v
flavor,,口味,n
adventure,,冒险,n
agonize,,使痛苦,v
mount,,增加,v
oppose,,反对,v
justifiable,,理所应当的,adj
promote,,促进,v
renewable,,可再生的,adj
hypothesis,,假设；假说,n
presentation,,展示；讲话,n
cater,,迎合,v
unbiased,,公正的,adj
immersive,,沉浸的；身临其境的,adj
domain,,领域,n
primitive,,原始的；简单的,adj
urgent,,急迫的,adj
threaten,,威胁,v
throne,,王位,n
underfunded,,资金不足的,adj
jail,,监狱,n
assessment,,评估；评价,n
frustrate,,使挫败；使沮丧,v
abolition,,废除,n
detective,,侦探,n
skyscraper,,摩天大楼,n
corruption,,腐败,n
intolerant,,无法容忍的,adj
pierce,,刺穿,v
compensate,,弥补,v
gap,,差距,n
worship,,崇拜；喜爱,v
gallery,,美术馆,n
coach,,教练,n
cancel,,取消,v
strike,,罢工,n
rebellion,,叛逆,n
distract,,分心；分散注意,v
imperative,,必须的；必要的,adj
geology,,地质学,n
sway,,影响,v
costume,,服装,n
manual,,手工的；体力的,adj
quantifiable,,可量化的,adj
expenditure,,费用；花销,n
breed,,繁殖；导致,v
emerge,,出现,v
noted,,著名的,adj
position,,安放 n. 位置；职位,v
extinction,,灭绝,n
receptionist,,接待员,n
reckless,,鲁莽的,adj
abuse,,虐待 v. 滥用,n
accuse,,指控,v
biochemistry,,生物化学,n
optimism,,乐观,n
predict,,预测,v
notoriously,,臭名昭著地,adv
board,,董事会,n
pose,,形成,v
memorandum,,备忘录,n
puzzling,,迷惑的；困扰的,adj
reliable,,可靠的,adj
replacement,,代替,n
reinforce,,增强；强化,v
impart,,传授；教授,v
diversity,,多样性,n
occupation,,职业,n
intense,,激烈的；强烈的,adj
dramatically,,大幅度地；戏剧性地,adv
awareness,,意识,n
virtually,,几乎,adv
maturity,,成熟,n
rare,,罕见的；稀少的,adj
curb,,限制；控制,v
favor,,恩惠；善意的行为,v
productivity,,生产力,n
mechanism,,机制,n
helicopter,,直升飞机,n
validity,,有效性；真实性,n
relevant,,相关的,adj
miracle,,奇迹,n
fertilizer,,肥料,n
shady,,阴凉的,adj
poll,,民意测验,n
countermeasure,,对策,n
worldly,,世间的；尘世的,adj
legislator,,立法者,n
campaign,,活动,n
odds,,可能性,n
shepherd,,引导；带领,v
schedule,,计划表,n
access,,取得；获取,v
owl,,猫头鹰,n
interpret,,口译；解释,v
intervention,,干涉,n
bemoan,,抱怨；惋惜,v
determine,,决定,v
